,0
4203,Remember that the secret of all learning is patience and that curiosity is not the same thing as a thirst for knowledge.
4204,Most real relationships are involuntary.
4205,The bicycle is the most civilized conveyance known to man. Other forms of transport grow daily more nightmarish. Only the bicycle remains pure in heart.
4206,Love is the perception of individuals. Love is the extremely difficult realisation that something other than oneself is real.
4207,Perhaps when distant people on other planets pick up some wavelength of ours all they hear is a continuous scream.
4208,One should go easy on smashing other people's lies. Better to concentrate on one's own.
4209,The cry of equality pulls everyone down.
4210,"Freedom may be a value in politics, but it is not a value in morals."
4211,"When does one ever know a human being? Perhaps only after one has realized the impossibility of knowledge and renounced the desire for it and finally ceased to feel even the need of it. But then what one achieves is no longer knowledge, it is simply a kind of co-existence; and this too is one of the guises of love."
4212,"Most of our love is shabby stuff, but there is always a thin line of gold, the bit of pure love on which all the rest depends -- and which redeems all the rest."
4213,Jealousy comes from self-love rather than from true love.
4214,Every book is the wreck of a perfect idea.
4215,Every artist is an unhappy lover. And unhappy lovers want to tell their story.
4216,
4217,"The song is ended, but the melody lingers on."
4218,"Music is so important. It changes thinking, it influences everybody, whether they know it or not. Music knows no boundary lines."
4219,"Our attitudes control our lives. Attitudes are a secret power working twenty-four hours a day, for good or bad. It is of paramount importance that we know how to harness and control this great force."
4220,When I'm worried and I can't sleep I count my blessings instead of sheep.
4221,After you get what you want you don't want it.
4222,"There may be trouble ahead - But while there's moonlight, and music, and love, and romance -Let's face the music and dance."
